separator,mod,plugin,signature,formid,editor_id,name,covered_by,triage,candidate_deities,notes,candidate_deities_canonical,reachable_races
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000915,TreeAspen06AUT,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 3 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000915. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000928,TreeFallForestFernCluster01WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000928. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000929,TreeFallForestFernCluster02WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000929. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:00092A,TreeFallForestFernCluster03WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|00092A. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:00092B,TreeFallForestFernCluster04WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|00092B. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:00092C,TreeFallForestShrub01WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|00092C. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:00092D,TreeFallForestShrub02WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|00092D. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:00092E,TreeReachFern01WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|00092E. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:00092F,TreeReachFern02WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|00092F. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000930,TreeReachFern03WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000930. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000931,TreeReachMntMossCover01WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000931. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000932,TreeReachMntMossCover02WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000932. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000933,TreeReachMntMossCover03WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000933. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000934,TreeReachMntMossCover04WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000934. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000935,TreeReachMntMossCover05WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000935. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000936,TreeReachShrub01WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000936. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000937,TreeReachShrub02WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000937. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000938,TreeFloraHangingMoss01WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 2 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000938. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000939,TreeFloraHangingMoss02WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 2 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000939. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:00093A,TreeFloraHangingMoss03WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 2 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|00093A. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:00093E,TreeFloraDeathBell01WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 2 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|00093E. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:00093F,TreeFloraDeathBell02WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 2 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|00093F. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000940,TreeFloraJazBay01WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 2 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000940. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000941,TreeFloraJuniper01WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 2 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000941. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000942,TreeFloraSpikyGrass01WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 2 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000942. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000943,TreeFloraSpikyGrass02WIN,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 2 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000943. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000947,TreeReachFern01SUM,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000947. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
Visuals - Landscape,Seasonal Landscapes,Seasonal Landscapes.esp,TREE,Seasonal Landscapes.esp:000948,TreeReachFern02SUM,,none,NO-ROWS,,"[ARR25-NQ] Rejected after direct record review; 1 load-order occurrence(s) reconciled to defining record TREE|seasonal landscapes.esp|000948. Primary review: visual, environmental, compatibility, or replacer records are not authoritative new devotional actions; existing canonical source records remain authoritative.",,
