id,surface,race,target,tier,verify_layer,verdict,detail,requirement,authority
BC-0497,commitment,Dunmer,Dunmer focus gate,BETA,esp,PASS,All checkable identifiers present.,"Dunmer native focus (Azura/Boethiah/Mephala) must use shared patron-state model: PDV_GLO_PatronState for broad/primary commitment, PDV_GLO_PatronDeity for accepted focus; do NOT implement PDV_State_DunmerPath as a path enum; focus offer must use global formal-offer gate (50 persistent piety, 2 qualifying signal-days within 7).",PDV_RaceDesign_Dunmer.md -- Implementation split (LOCKED) + Focus gate (LOCKED)
BC-0498,commitment,Imperial,Talos primary offer gate,BETA,source,PASS,All checkable identifiers present and reachability clean.,Talos primary offer must be blocked when ConcordatStanding is Public Compliant or Concordat Enforcer unless a fresh costly-defiance rupture signal has been authored; accepting the offer must move the player to at least Private Defiant.,PDV_RaceDesign_Imperial.md -- Talos commitment gate (LOCKED) + Talos rupture acceptance (LOCKED)
BC-0499,commitment,Nord,Nord primary patron,BETA,esp,PASS,All checkable identifiers present.,"Accepting a Nord primary offer must store deity in PDV_GLO_PatronDeity, apply 70% piety carry-over, clear pending offer candidates, and set patron state to active primary; no competing offers fire in 1.0 while patron is active.",PDV_RaceDesign_Nord.md -- Acceptance / no-switching rule (LOCKED)
BC-0500,commitment,Redguard,Sect switching gates,BETA,source,PASS,All checkable identifiers present and reachability clean.,Crown <-> Forebear switching requires two sect-coded signals on separate in-game days within seven or a major curated quest beat; Ash'abah entry requires a major death/undead/tomb/impurity-bearing signal (not casual undead fighting); leaving Ash'abah requires Crown or Forebear reorientation plus two-day destination proof.,PDV_RaceDesign_Redguard.md -- Sect switching locks (LOCKED)
BC-0501,pacing,ALL,all gods - hard ceiling,BETA,source,PASS,All checkable identifiers present and reachability clean.,A hard ceiling of 4.3 piety/day must be enforced via DAWN_CLAMP_PER_DAY = 4.3 so a maximiser cannot exceed the 6/12/20-day ceiling calendar.,PDV_PietyPaceBalancingTable.md - Section2 The one engine change required
BC-0506,pacing,ALL,Daily piety cap shared engine,BETA,source,PASS,All checkable identifiers present and reachability clean.,"PIETY_DAILY_MAX_DELTA=4.3 and GAIN_RATE_SCALE=1.32 must be set in PDV__ManagerQuest; all faucet races must reach Devoted (~50 piety) in roughly 12 days at steady honest play without perfect play; piety tiers are Seeker=25, Devoted=50, Champion=85.",PDV_RaceContractTemplate.md Section Shared engine table; Section Reward shape tier table
BC-0508,pacing,ALL,Shared offer gate threshold,BETA,source,PASS,All checkable identifiers present and reachability clean.,"All formal patron offer races (Nord, Imperial, Breton, Dunmer, Altmer, Redguard) must use the global formal-offer gate: dawn-only evaluation, 50 persistent piety default, qualifying signal activity on 2+ separate in-game days within 7, per-deity cooldowns, no persistent offer queue.",Devotion_Races_Overview.md -- Patron commitment comes from the god; PDV_RaceDesign_Dunmer.md Focus gate (LOCKED)
BC-0513,pacing,Nord,Nord primary offer system,BETA,source,PASS,All checkable identifiers present and reachability clean.,"Primary patron offers must evaluate at dawn only, require 50 persistent piety + qualifying signal activity on 2+ separate in-game days within the last 7 days + no offer cooldown; offer the highest recent signal-strength god first.",PDV_RaceDesign_Nord.md -- Primary-offer gate (LOCKED)
BC-0517,pacing,Orc,Mode ceiling multipliers,BETA,source,PASS,All checkable identifiers present and reachability clean.,"Orc mode ceiling must be implemented as piety-per-day rate multiplier applied AFTER the dawn clamp: Stronghold x1.00, City x0.75, LegionExile x0.60 of base rate. Passive decay must NOT be mode-scaled (stays universal 0.5/day). Thresholds 25/50/85 are identical across modes.",PDV_RaceDesign_Orc.md -- Mode ceiling implementation (LOCKED)
BC-0518,substrate,Argonian,PDV_Substrate_ArgonianHist,BETA,esp,PASS,All checkable identifiers present.,PDV_Substrate_ArgonianHist must own all three visible layers (Hist/People/Void) under StorageUtil prefix PDV.Substrate.ArgonianHist.*; canonical keys: Hist/People/Void/Tier/LastHistEvent/LastPeopleEvent/LastVoidEvent/LastMaintenanceDay/SithisSignalCount/BedOfChoiceSleepCount/BedOfChoiceLastSleep.,PDV_RaceDesign_Argonian.md -- Single layered substrate (LOCKED) + Storage namespace (LOCKED)
BC-0519,substrate,Argonian,PDV_Substrate_ArgonianHist substrate boon triad,BETA,esp,PASS,All checkable identifiers present.,"PDV_Substrate_ArgonianHist must have three populated slot spells: Substrate_Always (PDV_Bless_Argonian_Substrate_Always, ResistDisease 5%), Substrate_Mid (PDV_Bless_Argonian_Substrate_Mid, HealRateMult 6% near water + ResistPoison 10%), Substrate_High (PDV_Bless_Argonian_Substrate_High, HealRateMult 9% near water + ResistDisease 15% + ResistPoison 15%).",PDV_ArgonianRewardRecords.spec.json Section substrateBoons slots
BC-0521,substrate,Dunmer,PDV_Substrate_DunmerAncestor substrate boon triad,BETA,esp,PASS,All checkable identifiers present.,"PDV_Substrate_DunmerAncestor must have three populated slot spells: Substrate_Always (PDV_Bless_Dunmer_Substrate_Always, ResistMagic 3%), Substrate_Mid (PDV_Bless_Dunmer_Substrate_Mid, MagickaRateMult 6% home/shrine + ResistMagic 6%), Substrate_High (PDV_Bless_Dunmer_Substrate_High, MagickaRateMult 9% home/shrine + ResistMagic 12% + HealRateMult 5% home/shrine); NO passive dawn decay.",PDV_DunmerRewardRecords.spec.json Section substrateBoons slots; Section decayRule 'NO passive dawn decay'
BC-0522,substrate,Khajiit,Lunar substrate (PDV_Substrate_KhajiitLunar),BETA,esp,PASS,All checkable identifiers present.,PDV_Substrate_KhajiitLunar must be always-active for all Khajiit using StorageUtil prefix PDV.Substrate.KhajiitLunar.* with keys Metric/Tier/LastEvent/LastPhase/ObservanceCount/RoadHomeCount; hybrid moon model must provide small per-phase activity bonuses plus full-cycle consistency bonus.,PDV_RaceDesign_Khajiit.md -- Substrate namespace (LOCKED) + Moon-cycle model (LOCKED)
BC-0523,substrate,Khajiit,PDV_Substrate_KhajiitLunar substrate boon triad,BETA,esp,PASS,All checkable identifiers present.,"PDV_Substrate_KhajiitLunar must have three populated slot spells: Substrate_Always (PDV_Bless_Khajiit_Substrate_Always, ResistDisease 5%), Substrate_Mid (PDV_Bless_Khajiit_Lunar_T1 07103F rehomed, night StaminaRateMult 5% + ResistDisease 15%), Substrate_High (PDV_Bless_Khajiit_Substrate_High, night StaminaRateMult 8% + ResistDisease 15% + MagickaRateMult 5%).",PDV_KhajiitRewardRecords.spec.json Section substrateBoons slots
BC-0524,substrate,Redguard,Far Shores token support spell,BETA,esp,PASS,All checkable identifiers present.,"PDV_Bless_Redguard_FarShoresToken must exist as a support spell (ResistMagic 5%, unconditional V1) with daily anti-farm cap; it is NOT a third always-on boon family; all copy must say Tu'whacca and Far Shores, never Arkay.",PDV_RedguardRewardRecords.spec.json Section farShoresToken
BC-0525,state_track,Altmer,PDV_State_AltmerCrisis,BETA,esp,PASS,All checkable identifiers present.,"PDV_State_AltmerCrisis must use values None=0/Dissonant=1/Questioning=2/Reasserting=3/ScarredResolved=4; must fire on Dragonborn declaration, Sovngarde/Tsun reality, marriage/mortal continuity, and Companions/Wuuthrad/beast fork; replaces normal Lorkhan penalty for major theological collisions.",PDV_RaceDesign_Altmer.md -- Crisis State And Resolution Closeout (LOCKED 2026-05-30)
BC-0526,state_track,Argonian,Argonian Hist substrate and posture state,BETA,esp,PASS,All checkable identifiers present.,"PDV_Substrate_ArgonianHist and PDV.Substrate.ArgonianHist.* key contract must exist; PDV_State_ArgonianHistPosture must have enum values Normal, Distant, Strained, Silenced, Corrupted; Sithis signal counter must require at least three significant signals across separate quest beats/days before full Void scoring.","PDV_RaceRewardBudgetLedger.md -- Focused Pass: Argonian, Needs verifier/proof"
BC-0527,state_track,Argonian,PDV_State_ArgonianHistPosture,BETA,esp,PASS,All checkable identifiers present.,PDV_State_ArgonianHistPosture must use Normal=0/Distant=1/Strained=2/Silenced=3/Corrupted=4; low uncursed Hist becomes Distant; active lycanthropy sets Strained; active vampirism sets at least Silenced; vampirism plus Molag Bal/domination/feeding pressure may set Corrupted.,PDV_RaceDesign_Argonian.md -- Curse posture enum (LOCKED)
BC-0528,state_track,Bosmer,Bosmer path state enum,BETA,esp,PASS,All checkable identifiers present.,"PDV_State_BosmerPath must exist with enum values OldContract, LivingStory, Exchange, BanditRoad; fallback is LivingStory; Old Contract must be separate from PactBound, GreenPactCompliance, and LapsedFromPact.","PDV_RaceRewardBudgetLedger.md -- Focused Pass: Bosmer, Needs verifier/proof"
BC-0529,state_track,Bosmer,PDV_State_BosmerPath,BETA,esp,PASS,All checkable identifiers present.,PDV_State_BosmerPath enum (OldContract=0/LivingStory=1/Exchange=2/BanditRoad=3) must exist; fallback is LivingStory; exactly one path active at a time selecting the eligible reward family.,PDV_BosmerRewardRecords.spec.json Section stateGate enum; Section baseline.stateTrack
BC-0530,state_track,Breton,Breton tradition state enum and three standing tracks,BETA,esp,PASS,All checkable identifiers present.,"PDV_State_BretonTradition must exist with enum values KnightsRoad, HiddenArt, GreenWay; KnightlyVowIntegrity, WitchcraftExposure, DruidicStanding, and PDV_State_BretonDruidicFork must all have verifiable band/state readback; normal tradition switching is blocked in 1.0.","PDV_RaceRewardBudgetLedger.md -- Focused Pass: Breton, Needs verifier/proof"
BC-0531,state_track,Breton,DruidicStanding,BETA,esp,PASS,All checkable identifiers present.,DruidicStanding must exist as a 0-100 pressure track (starts at 50); PDV_State_BretonDruidicFork must use values None=0/Druidic=1/Werewolf=2/Betrayed=3. DruidicStanding modifies access/penalty only and is not a boon track.,PDV_RaceDesign_Breton.md -- DruidicStanding + PDV_State_BretonDruidicFork lock
BC-0532,state_track,Breton,KnightlyVowIntegrity,BETA,esp,PASS,All checkable identifiers present.,"KnightlyVowIntegrity must exist as a 0-100 track (starts at 100 for Knight's Road); must degrade on Thieves Guild join (-30), Dark Brotherhood join (-40), innocent kills (-15/event), quest abandonment (-10); must suppress all Knight's Road gains below 50 and halt at 0 until restored above 25.",PDV_RaceDesign_Breton.md -- KnightlyVowIntegrity Track
BC-0533,state_track,Breton,PDV_State_BretonTradition + pressure tracks,BETA,esp,PASS,All checkable identifiers present.,"PDV_State_BretonTradition enum (KnightsRoad=0/HiddenArt=1/GreenWay=2) must resolve selecting exactly one active focused family; PDV_RepTrack_KnightlyVowIntegrity, PDV_RepTrack_WitchcraftExposure, and PDV_RepTrack_DruidicStanding must exist as pressure-only tracks (not boon tracks); PDV_State_BretonDruidicFork (None/Druidic/Werewolf/Betrayed) must exist.",PDV_BretonRewardRecords.spec.json Section stateTracks; Section overstackControl
BC-0534,state_track,Breton,WitchcraftExposure,BETA,esp,PASS,All checkable identifiers present.,"WitchcraftExposure must exist as a global 0-100 track (starts at 0) active for ALL Bretons regardless of tradition; bands Hidden/Suspected/Known/Notorious must modify daily shift (x0.9/x0.75/x1.25 respectively); raises from Daedric quests (+15), Vigilant catch (+20), Tier 2 Daedric (+10), killing Vigilant (+25).",PDV_RaceDesign_Breton.md -- WitchcraftExposure Track (LOCKED)
BC-0536,state_track,Imperial,Imperial ConcordatStanding band readback,BETA,esp,PASS,All checkable identifiers present.,"PDV_RepTrack_ConcordatStanding must have verifiable band readback including Uncommitted, Private Defiant, Open Defiant, Public Compliant, and Concordat Enforcer; Talos offer filters by standing must be wired; costly-defiance rupture moves compliant characters at least to Private Defiant on acceptance.","PDV_RaceRewardBudgetLedger.md -- Focused Pass: Imperial, Needs verifier/proof"
BC-0537,state_track,Imperial,PDV_RepTrack_ConcordatStanding,BETA,esp,PASS,All checkable identifiers present.,ConcordatStanding (PDV_RepTrack_ConcordatStanding) must exist with bands Uncommitted/PrivateDefiant/OpenDefiant/PublicCompliant/ConcordatEnforcer and must modify Talos access/offer-priority/pressure; it must NOT pay a parallel boon track.,"PDV_ImperialRewardRecords.spec.json Section baseline.stateTrack; Section budget 'ConcordatStanding modifies, not a parallel buff track'"
BC-0538,state_track,Khajiit,Khajiit focused emphasis global mirror,BETA,esp,PASS,All checkable identifiers present.,"PDV_GLO_KhajiitFocusedEmphasis must exist with enum values: None=0, Khenarthi, Azurah, BaanDar, Rajhin, Alkosh; evaluated at dawn when persistent piety is at least 50 and the leading deity has a 15-piety lead over the next Khajiit deity.","PDV_RaceRewardBudgetLedger.md -- Focused Pass: Khajiit, Needs verifier/proof"
BC-0540,state_track,Nord,Nord pantheon baseline state enum,BETA,esp,PASS,All checkable identifiers present.,"PDV_State_NordPantheonBaseline must exist with enum values OldWays and NineDivines; broad and focused suppression rules must be wired: broad below focused, accepted patron suppresses competing offers.","PDV_RaceRewardBudgetLedger.md -- Focused Pass: Nord, Needs verifier/proof"
BC-0541,state_track,Nord,PDV_State_NordPantheonBaseline,BETA,esp,PASS,All checkable identifiers present.,PDV_State_NordPantheonBaseline enum (OldWays=0/NineDivines=1) must exist; the active value must select which pantheon's gods are offer-eligible; commitment uses shared PDV_GLO_PatronState/PDV_GLO_PatronDeity.,PDV_NordRewardRecords.spec.json Section authoringPlan.baseline.stateTrack
BC-0542,state_track,Orc,Malacath - PDV_State_OrcLifeMode,BETA,source,PASS,All checkable identifiers present and reachability clean.,A PDV_State_OrcLifeMode state tracker must exist that records the active Orc life mode (Stronghold/City/Legion-Exile) at event time so the EventBus routing function can apply the correct piety multiplier.,PDV_Phase20_ExpandedSignalArchitecture.md - B5 Orc - PDV_FLST_P2_OrcMalacathSources route note
BC-0543,state_track,Orc,Orc life-mode state enum and global mirror,BETA,esp,PASS,All checkable identifiers present.,"PDV_State_OrcLifeMode and PDV_GLO_State_OrcLifeMode must exist with enum values City=0, Stronghold=1, LegionExile=2; mode switch gates must be enforced (Blood-Kin for Stronghold, pressure-bearing service for Legion/Exile, City as fallback); three-day soft-switch lockout.","PDV_RaceRewardBudgetLedger.md -- Focused Pass: Orc, Needs verifier/proof"
BC-0544,state_track,Orc,PDV_State_OrcLifeMode,BETA,esp,PASS,All checkable identifiers present.,"PDV_State_OrcLifeMode enum (City=0/Stronghold=1/LegionExile=2) must resolve; skeleton scaffold state track and global mirror PDV_GLO_OrcLifeMode must be referenced (not recreated); mode multipliers locked: Stronghold x1.00, City x0.75, LegionExile x0.60.",PDV_OrcRewardRecords.spec.json Section stateSurfaces; Section notes mode ceiling rate multipliers LOCKED
BC-0545,state_track,Redguard,PDV_State_RedguardSect,BETA,esp,PASS,All checkable identifiers present.,"PDV_State_RedguardSect enum (Crown=0/Forebear=1/AshAbah=2) must resolve with fallback Forebear; skeleton scaffold must be referenced (not recreated); sect is eligibility/filter layer, not a boon stack.",PDV_RedguardRewardRecords.spec.json Section stateTrack
BC-0546,state_track,Redguard,Redguard sect state enum,BETA,esp,PASS,All checkable identifiers present.,"PDV_State_RedguardSect must exist with enum values Crown=0, Forebear=1, AshAbah=2 and fallback Forebear; Far Shores token activation and Arkay fallback copy must say Tu'whacca; no private/home bonus ships in V1.","PDV_RaceRewardBudgetLedger.md -- Focused Pass: Redguard, Needs verifier/proof"
BC-0550,curse_daedric,ALL,Hircine,BETA,source,PASS,All checkable identifiers present and reachability clean.,"Hircine commitment slot must be a curse-onset message fired by the curse-state module on lycanthropy acquisition, not a 3-signal pact counter; no CommitmentSignalsRequired counting applies.",PDV_Daedric_DecisionPacket_CAT4.md D-16.1 'Curse-access treatment' table; D-16.3 Hircine head start
BC-0551,curse_daedric,ALL,Hircine,BETA,esp,PASS,All checkable identifiers present.,"Hircine boon, price, tier-up notifications, and per-race response rows must be authored normally (same template as standard Princes), coordinating with but not duplicating the race manifest CurseState rows.",PDV_Daedric_DecisionPacket_CAT4.md D-16.1 'Boon/price/tier-up/per-race response: authored normally'; D-16.2 coordination rule
